001	822.txt:2;1238.txt:2;856.txt:2;1171.txt:2;596.txt:2;163.txt:2;1072.txt:2;1273.txt:2;1282.txt:2;403.txt:2;335.txt:2;1182.txt:2;612.txt:2;1409.txt:2;983.txt:2;1138.txt:2;1116.txt:2;836.txt:2;790.txt:2;1186.txt:2;832.txt:2;129.txt:2;360.txt:2;487.txt:2;607.txt:2;724.txt:2;291.txt:2;740.txt:2;755.txt:2;627.txt:2;661.txt:2;322.txt:2;508.txt:2;599.txt:2;704.txt:2;752.txt:2;888.txt:2;938.txt:2;721.txt:2;1215.txt:2;804.txt:2;1058.txt:2;807.txt:2;846.txt:2;1087.txt:2;1294.txt:2;373.txt:2;105.txt:2;957.txt:2;415.txt:2;947.txt:2;1189.txt:2;1147.txt:2;442.txt:2;853.txt:2;1194.txt:2;1019.txt:2;328.txt:2;193.txt:2;1025.txt:2;26.txt:2;
0	26.txt:11;
001	461.txt:2;1414.txt:2;243.txt:2;368.txt:2;1183.txt:2;1203.txt:2;228.txt:2;1136.txt:2;70.txt:2;457.txt:2;672.txt:2;533.txt:2;1088.txt:2;426.txt:2;1347.txt:2;605.txt:2;236.txt:2;847.txt:2;107.txt:2;1167.txt:2;581.txt:2;1031.txt:2;188.txt:2;
001000	1180.txt:1;
001001	304.txt:1;
001010	207.txt:1;
001015	141.txt:1;
001016	1107.txt:1;
001	1107.txt:2;
001017	1038.txt:1;
001	1038.txt:2;
001018	257.txt:1;
001	257.txt:2;
001018	907.txt:1;
001	907.txt:2;
001021	1000.txt:1;
001022	1180.txt:1;
001	1180.txt:2;
001042	141.txt:1;
001047	1207.txt:1;
001	1207.txt:2;
001058	543.txt:1;
001	543.txt:2;
001059	929.txt:1;
001	929.txt:2;
001101	481.txt:1;
001	481.txt:2;
001101	1086.txt:1;
001	1086.txt:2;
001106	1174.txt:1;
001	1174.txt:2;
001148	592.txt:1;
001	592.txt:2;
001158	936.txt:1;
001	936.txt:2;
001201	917.txt:1;
001	917.txt:2;
001211	207.txt:1;
001	207.txt:2;
001214	690.txt:1;
001	690.txt:2;
001224	1153.txt:1;
001	1153.txt:2;
001226	890.txt:1;
001	890.txt:2;
001231	246.txt:1;
001	246.txt:2;
001246	977.txt:1;
001	977.txt:2;
001257	299.txt:1;
001302	720.txt:1;
001	720.txt:2;
001304	668.txt:1;
001	668.txt:2;
001310	149.txt:1;
001318	299.txt:1;
001321	1119.txt:1;
001	1119.txt:2;
001336	666.txt:1;
001	666.txt:2;
001338	1252.txt:1;465.txt:1;
001	465.txt:2;
001344	299.txt:1;
001353	167.txt:1;
001356	127.txt:1;
001	127.txt:2;
001401	996.txt:1;
001	996.txt:2;
001408	299.txt:1;
001419	557.txt:1;
001421	1000.txt:1;
001447	507.txt:1;
001	507.txt:2;
001457	304.txt:1;
001	304.txt:2;
001458	248.txt:1;
001503	299.txt:1;
001508	1252.txt:1;
001513	798.txt:1;
001	798.txt:2;
001514	37.txt:1;
001528	226.txt:1;
001	226.txt:2;
001528	545.txt:1;
001	545.txt:2;
001533	731.txt:1;
001534	299.txt:1;
001541	77.txt:1;
001	77.txt:2;
001542	1001.txt:1;
001	1001.txt:2;
001543	293.txt:1;
001	293.txt:2;
001544	37.txt:1;
001	37.txt:2;
001550	299.txt:1;
001552	299.txt:1;
001554	557.txt:1;
001	557.txt:2;
001558	1252.txt:1;
001613	299.txt:1;
001619	851.txt:1;
001	851.txt:2;
001641	1110.txt:1;
001	1110.txt:2;
001657	1252.txt:1;
001	1252.txt:2;
001702	660.txt:1;
001	660.txt:2;
001703	598.txt:1;
001	598.txt:2;
001708	167.txt:1;1000.txt:1;
001722	1195.txt:1;
001	1195.txt:2;
001725	731.txt:1;
001	731.txt:2;
001732	476.txt:1;
001	476.txt:2;
001737	1065.txt:1;
001738	1205.txt:1;
001	1205.txt:2;
001759	1000.txt:1;
001	1000.txt:2;
001802	978.txt:1;
001	978.txt:2;
001811	167.txt:1;
001834	248.txt:1;
001	248.txt:2;
001848	1046.txt:1;
001	1046.txt:2;
001850	1065.txt:1;
001	1065.txt:2;
001851	167.txt:1;
001	167.txt:2;
001852	141.txt:1;
001	141.txt:2;
001856	149.txt:1;
001	149.txt:2;
001905	1049.txt:1;
001	1049.txt:2;
001917	759.txt:1;
001	759.txt:2;
001920	1120.txt:1;
001	1120.txt:2;
001926	299.txt:1;
001932	299.txt:1;
001	299.txt:2;
001932	222.txt:1;
001	222.txt:2;
001954	563.txt:1;
001	563.txt:2;
001@	841.txt:1;944.txt:2;
001@126	1189.txt:1;
002003	782.txt:1;
002020	653.txt:1;
002022	122.txt:1;
002035	137.txt:1;
002038	122.txt:1;
002039	1015.txt:1;
002045	1065.txt:1;
002052	690.txt:1;
002104	248.txt:1;
002150	907.txt:1;
002154	137.txt:1;
002223	811.txt:1;
002224	222.txt:1;
002226	299.txt:1;
002246	299.txt:1;
002249	1065.txt:1;
